6.688928220059044971e-01 1.316292715091063030e+02
4.615017618943940692e-01 6.315628299991043093e+01
6.114305310847409913e-01 1.130007568736954511e+02
6.752826060277627995e-01 1.324613823763449147e+02
4.194690153732988369e-01 4.871795572033381205e+01
7.954026174033618224e-01 1.575613157627527130e+02
4.138959725518278621e-01 4.825345065922149246e+01
7.456345207245455020e-01 1.518850246253981311e+02
5.346403262698983250e-01 8.741955960668627768e+01
5.884553426172807189e-01 1.051672123387624538e+02
5.790003732435230477e-01 1.012877523605831840e+02
6.849777327002384286e-01 1.368831656182646270e+02
5.591026641392152774e-01 9.407290730264416823e+01
9.516567251656355975e-01 1.578941308234080338e+02
4.713783109344390487e-01 6.581681604660239771e+01
5.665727612550136572e-01 9.713456273642215422e+01
7.984196988972089848e-01 1.576657499466663239e+02
9.661380845498367398e-01 1.596550234952668745e+02
7.041556489676042974e-01 1.399043256242977975e+02
5.540585937599333821e-01 9.175705501655228602e+01
6.784040813951865978e-01 1.343936482549502784e+02
6.669651290701580360e-01 1.308308931321136299e+02
6.226889262963377636e-01 1.149246642502634899e+02
6.470404587432511123e-01 1.238845824347855711e+02
5.010836832842499033e-01 7.571204026265223774e+01
7.656140509221005530e-01 1.535153428741546975e+02
6.422979364079031139e-01 1.220233142886817888e+02
5.382388684980261573e-01 8.846378662468713117e+01
4.420084055863112149e-01 5.641297790717194260e+01
6.536924823762764181e-01 1.263645037421381119e+02
4.867316877961593846e-01 7.048046374359404354e+01
5.185395896247997349e-01 8.207629843540627235e+01
5.960944174223044012e-01 1.070178511860388397e+02
7.042025144762039668e-01 1.426737311504934382e+02
6.081030605120053556e-01 1.117091477246696911e+02
5.695586931089822169e-01 9.867712075198667776e+01
5.313444298470463290e-01 8.545372986847063146e+01
9.534959352536768185e-01 1.580574707904320064e+02
5.625345262902033960e-01 9.598239662672023087e+01
6.304849278329204276e-01 1.189126934852421158e+02
4.922458266629728962e-01 7.283637784593314279e+01
4.572379511448751988e-01 6.240761956358491602e+01
5.108271026689569227e-01 7.954728738884270456e+01
5.848845475305564090e-01 1.029907774314449256e+02
7.767259691297150326e-01 1.550612457255073480e+02
5.482937378071457424e-01 9.049946346767799810e+01
4.557091406903391873e-01 5.997073557598064042e+01
4.675204471719882626e-01 6.391376153639313173e+01
7.028281295745613111e-01 1.394194155066727774e+02
5.048060381368597582e-01 7.698779633888338481e+01
4.314083267752889528e-01 5.255916621938352051e+01
7.567579930490511142e-01 1.532957578590904291e+02
4.084436918135725403e-01 4.520014407577205162e+01
5.552598995504783863e-01 9.393207681399789521e+01
3.846385156237607239e-01 3.523903123550817185e+01
6.428672024907411409e-01 1.230710627434079640e+02
4.684983146801590115e-01 6.455940194599580195e+01
4.314454488463036474e-01 5.261920924518327070e+01
3.914528060789160824e-01 3.724431844383875756e+01
6.937667574246917379e-01 1.391121797146109884e+02
6.893796029036955986e-01 1.376263142368093497e+02
4.011411487440556534e-01 4.281204114048261289e+01
5.074969618797312565e-01 7.787589866948215445e+01
4.053930016457410468e-01 4.382304524398738010e+01
5.807287232099265228e-01 1.024948989817010414e+02
5.982712043242378597e-01 1.083245268145003308e+02
4.401357837959807839e-01 5.571744552104274817e+01
6.626459063355348844e-01 1.291141400942819928e+02
5.754534155828269215e-01 9.976964020524722798e+01
5.907989074965378506e-01 1.057954828258912272e+02
7.674824796129555704e-01 1.546799409982662041e+02
9.629008226926540903e-01 1.593182172094360851e+02
6.250005851259240464e-01 1.164730489038095413e+02
4.469831281361477116e-01 5.767269954555575140e+01
6.383715402080432089e-01 1.209433392852174620e+02
6.262255421773880171e-01 1.169296226712969968e+02
6.504864856563103981e-01 1.262234909068173039e+02
3.900796940901484211e-01 3.668770635018871928e+01
3.969310458276845699e-01 4.084025886546722006e+01
7.191727671885005391e-01 1.449185680885834984e+02
4.371981178292606574e-01 5.405939894616321340e+01
4.508181782926102832e-01 5.943253175146504219e+01
4.793984372076363631e-01 6.914488669049545422e+01
7.377541845286431643e-01 1.496508469978161600e+02
7.259460476078064550e-01 1.472931255865759965e+02
6.580423280146678877e-01 1.277256529724083407e+02
6.479822193694975141e-01 1.248091219922465740e+02
7.436519929589281430e-01 1.507699789324196331e+02
4.217328413142218402e-01 5.013785744091374852e+01
7.849990727826144932e-01 1.563459873067776016e+02
6.327498322270241893e-01 1.199694075233851578e+02
5.265643496657698153e-01 8.464876839739098102e+01
3.930041603698886665e-01 3.947407687450875358e+01
7.150150426430058603e-01 1.432855853117685569e+02
6.176660520523311604e-01 1.138475678170649417e+02
4.941486393748418804e-01 7.381526749671436960e+01
5.150488814723717113e-01 8.100317652595190054e+01
5.446289598883222727e-01 8.937915620004683603e+01
4.885496533656293883e-01 7.195983435855161758e+01
6.797483970346864801e-01 1.351389720282417102e+02
