2.116295174457535122e+00 9.567995317718048787e-01 2.694172816927886771e+01 4.399068319197805010e+01 7.801267007154598643e-01 1.143068540439234049e+01 -5.078994619532511967e-01 2.482619407625617836e+00 1.199650834641146524e+01 5.994612852633262889e+01 8.683217057270651296e-01 1.437476869801021273e+01 3.198175051649619682e+00 -2.805637425619550207e+00 1.461314780026279436e+01 7.707498552865081365e+01 9.999164986028152846e-01 1.474348849990727039e+01 -4.414343988421256526e-01 -2.901381938760129842e+00
2.103789279186854433e+00 9.516355379048677676e-01 2.668743761958066329e+01 4.394596311080877626e+01 7.411616557808018424e-01 8.741451837652745027e+00 -3.463747935751667617e-01 2.981241246998746153e+00 1.199859227070750123e+01 6.299249030903407487e+01 6.415918331579838485e-01 1.470137560339763638e+01 1.398565566618987566e+00 -1.984924885328259947e+00 1.461365132584666426e+01 7.402504223919609672e+01 7.916290775960734827e-01 1.498727504474149619e+01 -5.761704311790749600e-01 -2.653294676292681675e+00
2.103444663454477226e+00 9.525006274645113624e-01 2.666501116479749456e+01 4.390685036454939194e+01 7.428979608883812258e-01 1.298050893855749521e+01 -3.448033798138095407e-01 2.623389233882186922e+00 1.199972378431497688e+01 6.287515866617793137e+01 8.442804536034540508e-01 1.375730024905358917e+01 3.199735382548951623e+00 -2.921134230627175921e+00 1.461641476935681716e+01 7.409803898154891044e+01 9.481098232957676508e-01 1.498495754773162325e+01 -4.452162564427813995e-01 -3.057148615812705472e+00
2.103848046305274444e+00 9.535068699972726325e-01 2.668837714413851359e+01 4.395746065151590898e+01 7.432935230076949118e-01 1.094982506643368581e+01 -3.463091706128047509e-01 -1.689389296489745895e+00 1.199838476658741016e+01 6.299249030903407487e+01 9.116548897304986854e-01 1.462908869585401206e+01 3.936444029125939714e+00 -2.695733763471739763e+00 1.461493583778123551e+01 7.400765720511148515e+01 9.998128030861960225e-01 1.493432392989082658e+01 -1.944934634699783338e+00 -2.658869221093649760e+00
2.094971498728909420e+00 9.103345274810307197e-01 2.691285586552055520e+01 4.386714939838913807e+01 6.137570303738928423e-01 1.075236026820634372e+01 -2.901195755464791581e-01 -3.087092586930153981e+00 1.180355489653195278e+01 6.071393981046475119e+01 6.222478770040135165e-01 1.467230173425891415e+01 1.762713939663184792e+00 -2.759532498295591552e+00 1.473210798327832727e+01 7.697796728605473504e+01 7.131596033649323374e-01 1.498558130338261662e+01 -2.548951471403148261e+00 -3.073915979359259421e+00
2.103835994189077852e+00 9.575946257817684604e-01 2.691013690116215074e+01 4.128468674683011841e+01 9.933931361314782826e-01 1.298142536790023271e+01 -1.533920361967636037e+00 2.521561967520735692e+00 1.196756721616131180e+01 6.370980750230800993e+01 9.994415263765559221e-01 1.490580888394433501e+01 3.194605046798760117e+00 -1.374305332634260690e+00 1.461353146431538264e+01 7.705586002653333821e+01 9.997316477038065141e-01 1.499809265335419539e+01 -1.857116575764665711e+00 -3.026426816682160403e+00
2.102054767211557262e+00 8.243397544734447635e-01 2.518493890995370421e+01 3.961520136698990058e+01 5.888346827290786845e-01 1.030844558039777148e+01 -3.053796137273535605e-01 -2.941180554330340868e+00 1.184814636171972957e+01 5.994466357155368286e+01 6.682416579918385446e-01 1.438844410271957308e+01 4.140592570934160221e+00 -2.607624057431336517e+00 1.372313070557172310e+01 7.204359767592586650e+01 7.331103161361166576e-01 1.429740411567027181e+01 -3.115446941119889068e+00 -3.074837412927780456e+00
2.117813219338219977e+00 9.656868171916268562e-01 2.689423872834245444e+01 4.395050177601340380e+01 8.933913192333705622e-01 1.094707636104353732e+01 -2.465222839275131306e-01 2.153983104166383278e+00 1.198254515815338372e+01 5.988334988764150069e+01 9.982618814151037467e-01 1.497495987544615126e+01 3.302965599620989234e+00 2.938499054603731508e-01 1.461314668213115731e+01 7.706290975607527116e+01 9.998824499309061364e-01 1.496896001990647918e+01 -4.875246159069004381e-01 -3.053748693400332392e+00
2.104157566974436122e+00 9.538273998787177854e-01 2.694281634336459774e+01 4.398802703456050978e+01 7.220871313661136881e-01 1.006277946857607652e+01 -3.453609419666491265e-01 2.981541056032469328e+00 1.180868300961073025e+01 6.292866333544198199e+01 7.480565536743576383e-01 1.470385844709963585e+01 3.812277296918920477e+00 -1.417376445193437862e+00 1.461336902241277613e+01 7.410067292111975235e+01 8.780948478851937633e-01 1.498471217016413348e+01 -5.921884136101490670e-01 -2.652805364073016481e+00
2.103444663454477226e+00 9.525006274645113624e-01 2.691095782898648636e+01 4.399973125625593440e+01 7.409164671240435762e-01 1.293753361154085013e+01 -3.448345879407623826e-01 2.982477407880980813e+00 1.199972378431497688e+01 6.287515866617793137e+01 7.541231174043082630e-01 1.473788706218257616e+01 3.941077223379386041e+00 -2.921134230627175921e+00 1.461641476935681716e+01 7.409803898154891044e+01 9.481098232957676508e-01 1.498725652051609813e+01 -4.452162564427813995e-01 -3.057148615812705472e+00
2.103831797176446194e+00 9.531729975933896926e-01 2.667958619397658993e+01 4.392244870823657976e+01 7.409133037281738776e-01 1.093774962594390843e+01 -3.726416173488155681e-01 1.924672224624547567e+00 1.196471110572683649e+01 6.298642039241692459e+01 7.692306795762047233e-01 1.359549367497196037e+01 3.086567566248833661e+00 -1.495322037339348320e+00 1.461359644816828940e+01 7.406918341064223910e+01 9.472645243273077886e-01 1.457411983927200616e+01 -1.870774371963584981e+00 -2.659014523611836989e+00
2.104166826700884840e+00 9.535068699972726325e-01 2.694125888688942183e+01 4.395746065151590898e+01 8.456615640351086149e-01 1.159048877575960645e+01 -3.463091706128047509e-01 2.895481210977336239e+00 1.199838476658741016e+01 6.299249030903407487e+01 8.910385209080551316e-01 1.469885353881073087e+01 3.936444029125939714e+00 -1.463380998285000345e+00 1.461340155061476054e+01 7.400642763798205692e+01 9.998128030861960225e-01 1.498401140337468362e+01 -1.945790506916113882e+00 -2.649522040495553732e+00
2.103798332406618066e+00 9.536508324453906171e-01 2.695374538525000929e+01 4.390785425853363222e+01 7.792528490334709179e-01 1.028863146422633612e+01 -3.209047332186600321e-01 2.211071030472492982e+00 1.198548342890485330e+01 6.297860014904453863e+01 7.253857991825295448e-01 1.478836295748829777e+01 3.844820408600809092e+00 -1.742492023495071818e+00 1.480428985618348392e+01 7.409963174193509872e+01 9.222408996795736780e-01 1.466985483738869789e+01 -5.972776766606351373e-01 -2.711323132888800114e+00
2.884206088936562828e+00 9.928283891728041377e-01 2.902902479384317047e+01 4.468663932343899603e+01 9.496267677629359749e-01 1.421335099783958533e+01 -2.073271647771031678e-01 1.295297359047445251e+00 1.584948054753427726e+01 7.687998509685206727e+01 9.890908795641298878e-01 1.498454968423851064e+01 3.500405358178291237e+00 3.917162269095114668e-01 2.024109981798875424e+01 7.706034408167371907e+01 9.984372014355261671e-01 1.495790481239158431e+01 4.873568425876239729e+00 -3.107742800758567014e+00
2.104166826700884840e+00 9.531666252472718037e-01 2.693889553417028182e+01 4.395746505846631180e+01 6.219797665514691376e-01 1.122532581044347566e+01 -3.454481824906083798e-01 2.435745781176267055e+00 1.182203822604814647e+01 6.298116712934607619e+01 6.380485101907186207e-01 1.478140633173651253e+01 2.554473160387516373e+00 -1.220563290971567794e+00 1.461069744132689152e+01 7.401490658530248368e+01 8.218877720634731876e-01 1.499137566430629143e+01 -1.945723572062090456e+00 -2.641626262893704169e+00
2.103778176003118006e+00 9.532730655004125753e-01 2.695393237040119061e+01 4.390865290667014165e+01 7.801515305057478145e-01 1.102143166015848053e+01 -6.389915326262035622e-02 1.683503063705180880e+00 1.180949931840673806e+01 6.298851018801433099e+01 7.326123268153387214e-01 1.470989877188018546e+01 3.201747975744954289e+00 -2.658413609293611146e-02 1.461497915443096574e+01 7.403339710569184717e+01 9.277918842920293008e-01 1.466277909418476177e+01 -6.835263774574806828e-01 -3.136627393385948093e+00
2.102884941963077736e+00 9.575946257817684604e-01 2.689710908472570239e+01 4.128468674683011841e+01 9.960105747405543219e-01 1.288036312304154052e+01 -1.494510202874717031e+00 2.521561967520735692e+00 1.196756721616131180e+01 6.370980750230800993e+01 9.994415263765559221e-01 1.488008122200495897e+01 3.194605046798760117e+00 1.292562767135847723e+00 1.461467815912037516e+01 7.705586002653333821e+01 9.997059719171433878e-01 1.499809265335419539e+01 -5.243408840974124185e-01 -3.026426816682160403e+00
2.884206088936562828e+00 9.928283891728041377e-01 2.902902479384317047e+01 4.470157796755860602e+01 9.561818994347303091e-01 1.443469486704562499e+01 -4.995148120593810859e-01 2.791389223915980544e+00 1.584067639825547147e+01 7.692812457418079930e+01 9.984705903772317370e-01 1.499390503210497272e+01 3.885284019086499896e+00 7.478249719112451954e-01 2.024109981798875424e+01 7.706034408167371907e+01 9.990633834698203763e-01 1.496691073108677905e+01 5.574215182173283267e+00 -3.141265029742121406e+00
2.103669360630259888e+00 9.532593381349793171e-01 2.690653601588130073e+01 4.390746036470711999e+01 9.696864777938113411e-01 9.041453346621906917e+00 -3.857552100293120678e-01 1.882509431022124868e+00 1.181189001000285010e+01 6.283159235977754520e+01 9.121446371785669749e-01 1.467781271412310673e+01 3.800775813646727563e+00 2.760827821000087501e-01 1.461354403440064686e+01 7.402475674713771525e+01 9.994745656111909682e-01 1.499495188069760587e+01 -2.272634271720324506e+00 -3.057261898420677859e+00
2.103797987624191901e+00 9.524175459463694038e-01 2.695903408623660980e+01 4.390844435642048182e+01 7.832865613440672670e-01 8.751542197513032306e+00 -3.616563381178816705e-01 -2.953026210858021638e+00 1.180945092355969983e+01 6.298973534040776912e+01 7.142737541504389220e-01 1.378842415305424218e+01 1.949998906608845672e+00 -2.809254067858330650e+00 1.461534741330774523e+01 7.409803475845041021e+01 9.276515365883866160e-01 1.484434181615786486e+01 -2.313803015705785171e+00 -2.633969683003254403e+00
2.104166826700884840e+00 9.535068699972726325e-01 2.694135797134840615e+01 4.395746065151590898e+01 8.344697013254451790e-01 1.106520340717099593e+01 -2.727633934169517715e-01 3.015477692325585490e+00 1.199838476658741016e+01 6.299249030903407487e+01 8.906103897714254813e-01 1.470046648391286226e+01 3.935459815078039547e+00 -6.871696834192769776e-01 1.461311858936245045e+01 7.400642763798205692e+01 9.954497211604469431e-01 1.494299030295584174e+01 -1.945790506916113882e+00 -3.021226510722494929e+00
